ParkName,partySize,RateType,BookingType,Equipment,
Caribou Munroes,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,2,Full,CampsitePermit,Less than 30ft,
Battery,4,Full,CampsitePermit,Single Tent,
Graves Island,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,3,Full,CampsitePermit,Single Tent,
Dollar Lake,4,Full,CampsitePermit,Single Tent,
Graves Island,4,Full,CampsitePermit,Tents,
Blomidon,2,Full,CampsitePermit,Single Tent,
Whycocomagh,5,Full,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 40ft,
Smileys,4,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,2,Senior,CampsitePermit,Less than 20ft,
Amherst Shore,2,Full,CampsitePermit,Single Tent,
Graves Island,4,Senior,CampsitePermit,Less than 30ft,
Graves Island,2,Full,CampsitePermit,Single Tent,
Rissers Beach,2,Full,CampsitePermit,Less than 30ft,
Mira River,2,Full,CampsitePermit,Less than 20ft,
Graves Island,2,Full,CampsitePermit,Single Tent,
Amherst Shore,4,Full,CampsitePermit,Single Tent,
Blomidon,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Thomas Raddall,1,Full,CampsitePermit,Single Tent,
Graves Island,4,Full,CampsitePermit,Less than 20ft,
Blomidon,4,Full,CampsitePermit,Single Tent,
Battery,2,Full,CampsitePermit,Single Tent,
Smileys,4,Full,CampsitePermit,Less than 30ft,
Five Islands,4,Full,CampsitePermit,Tents,
Rissers Beach,2,Senior,CampsitePermit,Less than 40ft,
Whycocomagh,2,Full,CampsitePermit,Single Tent,
Battery,4,Full,CampsitePermit,Less than 30ft,
Graves Island,1,Full,CampsitePermit,Single Tent,
Dollar Lake,2,Full,CampsitePermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Single Tent,
Battery,2,Full,CampsitePermit,Less than 30ft,
Graves Island,1,Full,CampsitePermit,Less than 20ft,
Laurie,6,Full,CampsitePermit,Tents,
Blomidon,1,Senior,CampsitePermit,Single Tent,
Rissers Beach,4,Full,CampsitePermit,Less than 30ft,
Valleyview,1,Full,CampsitePermit,Single Tent,
Porters Lake,5,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,3,Full,CampsitePermit,Tents,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Dollar Lake,5,Full,CampsitePermit,Tents,
Five Islands,5,Full,CampsitePermit,Less than 20ft,
Rissers Beach,5,Full,CampsitePermit,Single Tent,
Amherst Shore,4,Senior,CampsitePermit,Less than 30ft,
Mira River,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,2,Senior,CampsitePermit,Less than 30ft,
Smileys,4,Full,CampsitePermit,Tents,
Ellenwood Lake,3,Senior,CampsitePermit,Less than 30ft,
Ellenwood Lake,5,Full,CampsitePermit,Single Tent,
Five Islands,1,Senior,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Less than 20ft,
Dollar Lake,2,Full,CampsitePermit,Single Tent,
Laurie,6,Full,CampsitePermit,Tents,
Caribou Munroes,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,1,Full,CampsitePermit,Single Tent,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Single Tent,
Rissers Beach,3,Full,CampsitePermit,Single Tent,
Graves Island,4,Full,CampsitePermit,Less than 30ft,
Mira River,4,Full,CampsitePermit,Less than 30ft,
Five Islands,2,Full,CampsitePermit,Single Tent,
Mira River,2,Senior,CampsitePermit,Single Tent,
Graves Island,1,Full,CampsitePermit,Single Tent,
Whycocomagh,2,Full,CampsitePermit,Single Tent,
Amherst Shore,2,Full,CampsitePermit,Single Tent,
Mira River,2,Senior,CampsitePermit,Single Tent,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Whycocomagh,2,Full,CampsitePermit,Less than 20ft,
Smileys,6,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,4,Full,CampsitePermit,Single Tent,
Dollar Lake,2,Veteran,CampsitePermit,Less than 30ft,
The Islands,3,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,2,Senior,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Dollar Lake,5,Full,CampsitePermit,Less than 20ft,
Rissers Beach,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,4,Full,CampsitePermit,Tents,
Whycocomagh,2,Full,CampsitePermit,Less than 30ft,
Five Islands,4,Full,CampsitePermit,Tents,
Dollar Lake,5,Full,CampsitePermit,Single Tent,
Porters Lake,2,Senior,CampsitePermit,Less than 40ft,
Rissers Beach,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,2,Full,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Single Tent,
Smileys,4,Senior,CampsitePermit,Less than 30ft,
Graves Island,2,Full,CampsitePermit,Less than 40ft,
Battery,3,Full,CampsitePermit,Single Tent,
Battery,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Battery,4,Full,CampsitePermit,Single Tent,
Five Islands,3,Full,CampsitePermit,Single Tent,
Thomas Raddall,4,Full,CampsitePermit,Single Tent,
Smileys,4,Full,CampsitePermit,Tents,
Valleyview,4,Full,CampsitePermit,Less than 30ft,
Blomidon,2,Full,CampsitePermit,Single Tent,
Smileys,4,Full,CampsitePermit,Single Tent,
Amherst Shore,3,Full,CampsitePermit,Less than 20ft,
Porters Lake,5,Full,CampsitePermit,Single Tent,
Rissers Beach,5,Veteran,CampsitePermit,Single Tent,
Dollar Lake,6,Full,CampsitePermit,Tents,
Blomidon,3,Full,CampsitePermit,Less than 40ft,
Blomidon,4,Full,CampsitePermit,Tents,
Rissers Beach,2,Veteran,CampsitePermit,Less than 20ft,
Thomas Raddall,2,Full,CampsitePermit,Single Tent,
Mira River,4,Full,CampsitePermit,Less than 30ft,
Whycocomagh,4,Full,CampsitePermit,Tents,
Five Islands,2,Full,CampsitePermit,Single Tent,
The Islands,4,Full,CampsitePermit,Tents,
Ellenwood Lake,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Senior,CampsitePermit,Less than 30ft,
Blomidon,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,1,Full,CampsitePermit,Less than 30ft,
Battery,2,Full,CampsitePermit,Tents,
Cape Chignecto,1,Full,BackcountryPermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 20ft,
Valleyview,1,Senior,CampsitePermit,Less than 20ft,
Thomas Raddall,1,Full,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,5,Full,CampsitePermit,Less than 30ft,
Laurie,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,1,Senior,CampsitePermit,Less than 20ft,
Graves Island,1,Full,CampsitePermit,Less than 20ft,
Porters Lake,3,Full,CampsitePermit,Less than 30ft,
Valleyview,3,Full,CampsitePermit,Single Tent,
Porters Lake,6,Full,CampsitePermit,Single Tent,
Thomas Raddall,5,Full,CampsitePermit,Tents,
Whycocomagh,2,Full,CampsitePermit,Single Tent,
Whycocomagh,2,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,5,Full,CampsitePermit,Less than 30ft,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Blomidon,5,Full,CampsitePermit,Less than 30ft,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,2,Full,CampsitePermit,Less than 20ft,
The Islands,2,Full,CampsitePermit,Single Tent,
Graves Island,4,Full,CampsitePermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,2,Full,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 30ft,
Five Islands,5,Full,CampsitePermit,Tents,
Thomas Raddall,3,Full,CampsitePermit,Less than 40ft,
Amherst Shore,2,Full,CampsitePermit,Less than 30ft,
Graves Island,6,Full,CampsitePermit,Tents,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Blomidon,2,Full,CampsitePermit,Single Tent,
Mira River,3,Full,CampsitePermit,Less than 20ft,
Graves Island,4,Full,CampsitePermit,Less than 30ft,
The Islands,2,Senior,CampsitePermit,Less than 40ft,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Blomidon,6,Full,CampsitePermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Single Tent,
Mira River,3,Full,CampsitePermit,Single Tent,
Blomidon,6,Full,CampsitePermit,Tents,
The Islands,5,Full,CampsitePermit,Less than 20ft,
Rissers Beach,2,Senior,CampsitePermit,Less than 20ft,
Graves Island,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,1,Full,CampsitePermit,Single Tent,
Rissers Beach,4,Full,CampsitePermit,Single Tent,
Valleyview,1,Senior,CampsitePermit,Single Tent,
Rissers Beach,4,Full,CampsitePermit,Less than 40ft,
Thomas Raddall,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Senior,CampsitePermit,Less than 20ft,
Ellenwood Lake,5,Full,CampsitePermit,Tents,
Amherst Shore,2,Full,CampsitePermit,Less than 30ft,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Rissers Beach,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,4,Full,CampsitePermit,Tents,
Rissers Beach,4,Full,CampsitePermit,Less than 30ft,
Battery,4,Full,CampsitePermit,Less than 20ft,
Valleyview,2,Full,CampsitePermit,Single Tent,
Graves Island,2,Senior,CampsitePermit,Less than 30ft,
Mira River,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,4,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,2,Full,CampsitePermit,Single Tent,
Mira River,4,Full,CampsitePermit,Less than 40ft,
Laurie,1,Full,CampsitePermit,Single Tent,
Smileys,2,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,4,Full,CampsitePermit,Less than 20ft,
Whycocomagh,4,Full,YurtPermit,Tents,
Porters Lake,2,Full,CampsitePermit,Less than 20ft,
Cape Chignecto,4,Full,BackcountryPermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Single Tent,
Five Islands,5,Senior,CampsitePermit,Single Tent,
Thomas Raddall,6,Full,CampsitePermit,Tents,
Rissers Beach,1,Full,CampsitePermit,Less than 30ft,
Mira River,2,Full,CampsitePermit,Single Tent,
Smileys,1,Full,CampsitePermit,Single Tent,
Boylston,1,Full,CampsitePermit,Single Tent,
Amherst Shore,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,4,FULL,CampsitePermit,Less than 30ft,
Thomas Raddall,1,Full,CampsitePermit,Single Tent,
Mira River,3,Full,CampsitePermit,Less than 40ft,
Blomidon,4,Full,CampsitePermit,Single Tent,
Five Islands,5,Full,CampsitePermit,Tents,
Five Islands,1,Senior,CampsitePermit,Single Tent,
Five Islands,5,Full,CampsitePermit,Single Tent,
Rissers Beach,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,2,Full,CampsitePermit,Single Tent,
Rissers Beach,2,Veteran,CampsitePermit,Single Tent,
Caribou Munroes,4,Full,CampsitePermit,Tents,
Smileys,2,Full,CampsitePermit,Less than 30ft,
Graves Island,2,Full,CampsitePermit,Single Tent,
Dollar Lake,2,Full,CampsitePermit,Single Tent,
Dollar Lake,5,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Battery,2,Senior,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,2,Full,CampsitePermit,Less than 20ft,
Whycocomagh,3,Full,CampsitePermit,Single Tent,
Mira River,3,Full,CampsitePermit,Less than 40ft,
Graves Island,4,Senior,CampsitePermit,Tents,
Caribou Munroes,4,Full,CampsitePermit,Less than 20ft,
Salsman,2,Senior,CampsitePermit,Less than 20ft,
Mira River,2,Full,CampsitePermit,Single Tent,
Rissers Beach,4,Full,CampsitePermit,Single Tent,
Mira River,2,Senior,CampsitePermit,Single Tent,
Whycocomagh,2,Senior,CampsitePermit,Single Tent,
Laurie,3,Full,CampsitePermit,Single Tent,
Dollar Lake,6,Full,CampsitePermit,Tents,
Caribou Munroes,4,Full,CampsitePermit,Single Tent,
Blomidon,2,Full,CampsitePermit,Single Tent,
Mira River,6,Full,CampsitePermit,Tents,
Caribou Munroes,2,Full,CampsitePermit,Less than 30ft,
Smileys,2,Full,CampsitePermit,Less than 20ft,
Valleyview,1,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,2,Full,CampsitePermit,Less than 30ft,
Graves Island,1,Full,CampsitePermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Single Tent,
Blomidon,3,Full,CampsitePermit,Less than 20ft,
Rissers Beach,2,Full,CampsitePermit,Single Tent,
Amherst Shore,2,Senior,CampsitePermit,Less than 20ft,
The Islands,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,5,Full,CampsitePermit,Less than 20ft,
Dollar Lake,4,Full,CampsitePermit,Tents,
Thomas Raddall,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,3,Full,CampsitePermit,Tents,
Laurie,3,Full,CampsitePermit,Less than 30ft,
Mira River,3,Full,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 30ft,
Blomidon,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,4,Full,CampsitePermit,Single Tent,
Amherst Shore,2,Full,CampsitePermit,Less than 20ft,
Graves Island,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,4,Full,CampsitePermit,Less than 20ft,
Mira River,2,Senior,CampsitePermit,Less than 20ft,
Caribou Munroes,1,Full,CampsitePermit,Single Tent,
Dollar Lake,3,Full,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 20ft,
Graves Island,1,Full,CampsitePermit,Less than 30ft,
Five Islands,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,2,Full,CampsitePermit,Less than 30ft,
Blomidon,3,Full,CampsitePermit,Less than 20ft,
Graves Island,4,Full,CampsitePermit,Tents,
Caribou Munroes,2,Full,CampsitePermit,Less than 40ft,
Five Islands,2,Full,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Less than 40ft,
Dollar Lake,6,Full,CampsitePermit,Tents,
Mira River,4,Full,CampsitePermit,Single Tent,
Mira River,6,Full,CampsitePermit,Single Tent,
Rissers Beach,2,Senior,CampsitePermit,Less than 20ft,
Whycocomagh,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,4,Full,CampsitePermit,Less than 30ft,
Five Islands,3,Full,CampsitePermit,Single Tent,
Thomas Raddall,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,2,Senior,CampsitePermit,Less than 20ft,
Graves Island,1,Full,CampsitePermit,Single Tent,
Smileys,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,4,Full,CampsitePermit,Less than 40ft,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,3,Full,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Single Tent,
Rissers Beach,2,Full,CampsitePermit,Greater than 40ft,
Five Islands,2,Senior,CampsitePermit,Single Tent,
Mira River,4,Full,CampsitePermit,Single Tent,
Rissers Beach,2,Full,CampsitePermit,Less than 30ft,
Blomidon,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,2,Senior,CampsitePermit,Less than 30ft,
Porters Lake,3,Full,CampsitePermit,Less than 20ft,
Mira River,2,Full,CampsitePermit,Less than 30ft,
Mira River,2,Full,CampsitePermit,Less than 30ft,
The Islands,5,Full,CampsitePermit,Tents,
Amherst Shore,2,Full,CampsitePermit,Less than 20ft,
Blomidon,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Tents,
Caribou Munroes,2,Senior,CampsitePermit,Less than 30ft,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Blomidon,2,Senior,CampsitePermit,Single Tent,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Smileys,2,Full,CampsitePermit,Less than 30ft,
Mira River,2,Full,CampsitePermit,Less than 20ft,
Graves Island,3,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,2,Full,CampsitePermit,Less than 30ft,
Laurie,3,Full,CampsitePermit,Single Tent,
Battery,2,Senior,CampsitePermit,Less than 40ft,
Laurie,4,Full,CampsitePermit,Single Tent,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Single Tent,
Battery,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Blomidon,1,Full,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,2,Full,CampsitePermit,Single Tent,
Dollar Lake,2,Senior,CampsitePermit,Less than 20ft,
Dollar Lake,4,Full,CampsitePermit,Less than 30ft,
Graves Island,2,Senior,CampsitePermit,Less than 30ft,
Five Islands,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,5,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,1,Senior,CampsitePermit,Less than 20ft,
Graves Island,2,Full,CampsitePermit,Less than 30ft,
Laurie,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,4,Full,CampsitePermit,Less than 20ft,
Five Islands,2,Full,CampsitePermit,Single Tent,
Graves Island,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,6,Full,CampsitePermit,Tents,
Mira River,2,Full,CampsitePermit,Single Tent,
Dollar Lake,3,Full,CampsitePermit,Single Tent,
Porters Lake,3,Full,CampsitePermit,Tents,
Battery,1,Full,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,5,Full,CampsitePermit,Tents,
Caribou Munroes,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,4,Full,CampsitePermit,Tents,
Graves Island,2,Senior,CampsitePermit,Less than 20ft,
Battery,2,Full,CampsitePermit,Single Tent,
Mira River,5,Full,CampsitePermit,Single Tent,
Thomas Raddall,1,Full,CampsitePermit,Less than 20ft,
Porters Lake,2,Full,CampsitePermit,Less than 20ft,
Valleyview,2,Full,CampsitePermit,Single Tent,
Laurie,4,Full,CampsitePermit,Less than 30ft,
Dollar Lake,2,Full,CampsitePermit,Single Tent,
Laurie,2,Full,CampsitePermit,Tents,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Blomidon,2,Full,CampsitePermit,Single Tent,
Laurie,1,Full,CampsitePermit,Single Tent,
Mira River,2,Full,CampsitePermit,Single Tent,
Graves Island,1,Senior,CampsitePermit,Single Tent,
Graves Island,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Thomas Raddall,2,Full,CampsitePermit,Tents,
Graves Island,2,Full,CampsitePermit,Single Tent,
Graves Island,2,Senior,CampsitePermit,Less than 30ft,
Mira River,4,Full,CampsitePermit,Less than 40ft,
Blomidon,4,Full,CampsitePermit,Less than 30ft,
Whycocomagh,5,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,4,Full,CampsitePermit,Less than 40ft,
Blomidon,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Blomidon,5,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,2,Full,CampsitePermit,Single Tent,
Battery,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,2,Full,CampsitePermit,Single Tent,
Mira River,4,Full,CampsitePermit,Less than 40ft,
Blomidon,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Caribou Munroes,3,Senior,CampsitePermit,Less than 40ft,
Caribou Munroes,6,Full,CampsitePermit,Tents,
Graves Island,1,Full,CampsitePermit,Single Tent,
Laurie,1,Senior,CampsitePermit,Single Tent,
Smileys,4,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Blomidon,2,Full,CampsitePermit,Single Tent,
Battery,2,Senior,CampsitePermit,Less than 30ft,
Cape Chignecto,2,Full,BackcountryPermit,Single Tent,
Smileys,2,Senior,CampsitePermit,Less than 20ft,
Laurie,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,2,Senior,CampsitePermit,Less than 20ft,
Five Islands,6,Full,CampsitePermit,Tents,
Battery,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,2,Full,CampsitePermit,Single Tent,
Rissers Beach,4,Full,CampsitePermit,Less than 20ft,
Mira River,3,Full,CampsitePermit,Tents,
Rissers Beach,5,Full,CampsitePermit,Single Tent,
Ellenwood Lake,5,Full,CampsitePermit,Single Tent,
Thomas Raddall,2,Full,CampsitePermit,Less than 30ft,
Battery,3,Full,CampsitePermit,Single Tent,
Amherst Shore,3,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,4,Full,CampsitePermit,Single Tent,
Laurie,3,Full,CampsitePermit,Less than 40ft,
Mira River,2,Senior,CampsitePermit,Less than 30ft,
Mira River,2,Full,CampsitePermit,Less than 30ft,
Battery,1,Full,CampsitePermit,Single Tent,
Mira River,4,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,2,Full,CampsitePermit,Less than 20ft,
The Islands,2,Full,CampsitePermit,Tents,
Caribou Munroes,4,Full,CampsitePermit,Single Tent,
Battery,2,Full,CampsitePermit,Less than 20ft,
Five Islands,2,Full,CampsitePermit,Single Tent,
Laurie,5,Full,CampsitePermit,Less than 20ft,
Blomidon,2,Full,CampsitePermit,Single Tent,
Dollar Lake,4,Full,CampsitePermit,Single Tent,
Salsman,4,Full,CampsitePermit,Tents,
Whycocomagh,3,Senior,CampsitePermit,Tents,
Graves Island,4,Senior,CampsitePermit,Less than 40ft,
Graves Island,3,Full,CampsitePermit,Less than 30ft,
Laurie,2,Full,CampsitePermit,Single Tent,
Battery,5,Full,CampsitePermit,Less than 30ft,
Dollar Lake,2,Full,CampsitePermit,Single Tent,
Five Islands,2,Senior,CampsitePermit,Less than 30ft,
Ellenwood Lake,4,Full,CampsitePermit,Single Tent,
Smileys,6,Full,CampsitePermit,Single Tent,
Dollar Lake,4,Full,CampsitePermit,Single Tent,
Cape Chignecto,1,Full,BackcountryPermit,Single Tent,
Dollar Lake,2,Full,CampsitePermit,Single Tent,
Dollar Lake,4,Full,CampsitePermit,Single Tent,
Five Islands,2,Full,CampsitePermit,Tents,
Cape Chignecto,4,Full,BackcountryPermit,Single Tent,
Blomidon,4,Full,CampsitePermit,Less than 20ft,
Blomidon,2,Full,CampsitePermit,Less than 40ft,
The Islands,2,Full,CampsitePermit,Single Tent,
Graves Island,4,Full,CampsitePermit,Single Tent,
Porters Lake,2,Full,CampsitePermit,Single Tent,
Porters Lake,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,2,Full,CampsitePermit,Less than 20ft,
